jq460qf3815,https://purl.stanford.edu/jq460qf3815,"Northern Animal Necropolis, Phase II",sup:SAN2,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,12,7,12,1.62 MB,1697484,
jv249mm9025,https://purl.stanford.edu/jv249mm9025,Pestle,su:SUAC_pestle_15118A,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,5,Accessioned,world,5,5,5,278 MB,291860919,
jz878nt9855,https://purl.stanford.edu/jz878nt9855,"Bison (Bison bison), adult female, 1st phalanx right (3)",su:ANTH_bison_edu_10008_bm,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,201 MB,210509118,
kf302ss8294,https://purl.stanford.edu/kf302ss8294,"Goat (Capra hircus), subadult female, left radius-ulna",su:ANTH_goat_edu_10006_c,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,4,Accessioned,world,6,6,6,145 MB,151813394,
kf476dc4756,https://purl.stanford.edu/kf476dc4756,Tomb of Sethnakht,sup:Sethnakht,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,15,9,15,3.44 MB,3604417,
kf581ht2806,https://purl.stanford.edu/kf581ht2806,Point,su:SUAC_84_1176,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,6,Accessioned,world,5,5,5,346 MB,362481924,
kg307fp4586,https://purl.stanford.edu/kg307fp4586,Sun Temple of Niuserre,sup:SolarTemple_Niuserre,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,8,4,8,1.31 MB,1372959,
kj088cq8114,https://purl.stanford.edu/kj088cq8114,Unfinished Pyramid,sup:Unfinished_SSaqqara,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,7,Accessioned,world,19,5,19,2.46 MB,2580830,
kn073qt9437,https://purl.stanford.edu/kn073qt9437,"Department of Anthropology Bone Collection; Domestic dog, female, #26776. Oct. 18, 2002. Accn.5888",su:ANTH_bone_dog_f_26776_a,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,"Bone Collection; Department of Anthropology, Stanford University",item,3d,4,Accessioned,world,6,6,6,146 MB,153293371,
kq657zj9511,https://purl.stanford.edu/kq657zj9511,Johnson Bros makers mark on Ironstone Plate Base,su:ACLQ_2017_0004,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,,item,3d,3,Accessioned,world,5,5,5,150 MB,157573700,
ks726fc9274,https://purl.stanford.edu/ks726fc9274,"Bison (Bison bison), adult female, right femur",su:ANTH_bison_edu_10008_am,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,358 MB,375390932,
ky499ss0856,https://purl.stanford.edu/ky499ss0856,Tomb 6 (of Loret),sup:NK_Chapel,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,11,5,11,2.21 MB,2315036,
ky899rv1161,https://purl.stanford.edu/ky899rv1161,Projectile Point,su:SUAC_6441,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,6,Accessioned,world,5,5,5,29.6 MB,31082670,
mb707vv3140,https://purl.stanford.edu/mb707vv3140,Blade,su:SUAC_20234,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,5,Accessioned,world,5,5,5,146 MB,153024456,
md049mq5771,https://purl.stanford.edu/md049mq5771,Knife,su:SUAC_21861,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,6,Accessioned,world,5,5,5,126 MB,132541464,
md288vv1620,https://purl.stanford.edu/md288vv1620,"Goat (Capra hircus), subadult female, left talus",su:ANTH_goat_edu_10006_j,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,4,Accessioned,world,6,6,6,40.8 MB,42780921,
md951pn1286,https://purl.stanford.edu/md951pn1286,Winter Green Base with Mark,su:ACLQ_2017_0002,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,,item,3d,3,Accessioned,world,5,5,5,136 MB,142787017,
mh988zc9617,https://purl.stanford.edu/mh988zc9617,"Bison (Bison bison), adult female, calcaneous right",su:ANTH_bison_edu_10008_ba,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,129 MB,135724542,
mk127sp5001,https://purl.stanford.edu/mk127sp5001,"Bison (Bison bison), adult female, right humerus",su:ANTH_bison_edu_10008_al,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,441 MB,462932451,
mn487tz4248,https://purl.stanford.edu/mn487tz4248,Tomb S3471,sup:3471,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,5,5,5,1.01 MB,1054329,
mq023mf0755,https://purl.stanford.edu/mq023mf0755,Vessel,su:SUAC_vessel_15106,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,6,Accessioned,world,5,5,5,107 MB,112202390,
